日期,星期,最高气温,最低气温,天气,风向,风力
2012-03-18,星期日,18℃,7℃,阴~小雨,旋转风,微风
2012-03-19,星期一,15℃,4℃,阴~多云,东北风,微风
2012-03-20,星期二,13℃,4℃,阴,旋转风,微风
2012-03-21,星期三,9℃,4℃,阴~小雨,旋转风,4-5级~微风
2012-03-22,星期四,11℃,2℃,阴~多云,旋转风~北风,微风~3-4级
2012-03-23,星期五,14℃,3℃,多云~晴,旋转风,3-4级
2012-03-24,星期六,19℃,2℃,晴,旋转风,微风
2012-03-25,星期日,21℃,6℃,晴,旋转风,微风
2012-03-26,星期一,23℃,7℃,晴,旋转风,微风
2012-03-27,星期二,23℃,9℃,多云~阴,旋转风,微风
2012-03-28,星期三,17℃,7℃,小雨,旋转风,微风
2012-03-29,星期四,18℃,2℃,多云,旋转风~北风,微风~3-4级
2012-03-30,星期五,18℃,3℃,晴,北风,3-4级
2012-03-31,星期六,22℃,8℃,晴,旋转风,微风
2012-04-01,星期日,21℃,4℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-02,星期一,21℃,4℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-03,星期二,20℃,5℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-04,星期三,20℃,5℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-05,星期四,22℃,3℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-06,星期五,19℃,6℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-07,星期六,22℃,3℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-08,星期日,20℃,5℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-09,星期一,21℃,4℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-10,星期二,19℃,6℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-11,星期三,21℃,4℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-12,星期四,21℃,4℃,多云转晴,西北风~微风,3-4级~小于3级
2012-04-13,星期五,21℃,10℃,多云转晴,旋转风,小于3级
2012-04-14,星期六,24℃,11℃,多云转晴,微风,小于3级
2012-04-15,星期日,25℃,12℃,晴,微风,小于3级
2012-04-16,星期一,22℃,13℃,晴转多云,微风,小于3级
2012-04-17,星期二,25℃,14℃,多云转阴,微风,小于3级
2012-04-18,星期三,25℃,14℃,阵雨转多云,微风,小于3级
2012-04-19,星期四,23℃,14℃,多云,微风,小于3级
2012-04-20,星期五,22℃,10℃,阵雨转多云,微风,小于3级
2012-04-21,星期六,30℃,15℃,多云转晴,微风,小于3级
2012-04-22,星期日,30℃,17℃,多云,微风,小于3级
2012-04-23,星期一,22℃,12℃,多云转阵雨,微风,小于3级
2012-04-24,星期二,23℃,11℃,中雨转多云,微风~西北风,小于3级
2012-04-25,星期三,27℃,11℃,多云转晴,西北风,3-4级~小于3级
2012-04-26,星期四,29℃,13℃,晴,微风,小于3级
2012-04-27,星期五,30℃,16℃,多云,微风,小于3级
2012-04-28,星期六,28℃,17℃,多云,微风,小于3级
2012-04-29,星期日,27℃,17℃,多云转阴,微风,小于3级
2012-04-30,星期一,24℃,16℃,多云转阵雨,微风,小于3级
2012-05-01,星期二,23℃,15℃,阵雨,东风~微风,3-4级~小于3级
2012-05-02,星期三,21℃,16℃,阴转阵雨,微风,小于3级
2012-05-03,星期四,21℃,16℃,阴转阵雨,微风,小于3级
2012-05-04,星期五,25℃,16℃,阵雨转阴,微风,小于3级
2012-05-05,星期六,30℃,17℃,阴转多云,微风,小于3级
2012-05-06,星期日,29℃,19℃,多云转阴,微风,小于3级
2012-05-07,星期一,27℃,19℃,阵雨转中雨,微风,小于3级
2012-05-08,星期二,29℃,18℃,阴转多云,微风,小于3级
2012-05-09,星期三,30℃,19℃,多云,旋转风,小于3级
2012-05-10,星期四,30℃,20℃,多云,东南风,小于3级
2012-05-11,星期五,28℃,20℃,阴转中雨,微风,小于3级
2012-05-12,星期六,24℃,16℃,阴转多云,西北风,3-4级
2012-05-13,星期日,25℃,14℃,多云转小雨,微风,小于3级
2012-05-14,星期一,28℃,14℃,阴转多云,微风,小于3级
2012-05-15,星期二,31℃,16℃,晴,东北风,小于3级
2012-05-16,星期三,31℃,17℃,晴,微风,小于3级
2012-05-17,星期四,31℃,18℃,多云,微风,小于3级
2012-05-18,星期五,29℃,17℃,阴转多云,旋转风,小于3级
2012-05-19,星期六,33℃,19℃,晴,东北风,小于3级
2012-05-20,星期日,32℃,21℃,多云转阴,北风,小于3级
2012-05-21,星期一,28℃,16℃,小雨转小到中雨,旋转风,小于3级
2012-05-22,星期二,23℃,15℃,小雨转阴,西北风,小于3级
2012-05-23,星期三,25℃,14℃,阴转多云,旋转风,小于3级
2012-05-24,星期四,25℃,17℃,阴转多云,旋转风,小于3级
2012-05-25,星期五,29℃,18℃,多云转晴,旋转风,小于3级
2012-05-26,星期六,31℃,19℃,多云,东北风,小于3级
2012-05-27,星期日,31℃,19℃,多云,东北风,小于3级
2012-05-28,星期一,25℃,15℃,小到中雨转中雨,旋转风,小于3级
2012-05-29,星期二,27℃,15℃,多云,旋转风,小于3级
2012-05-30,星期三,31℃,19℃,多云,旋转风,小于3级
2012-05-31,星期四,28℃,19℃,多云转阴,微风,小于3级
2012-06-01,星期五,30℃,19℃,阴转多云,旋转风,小于3级
2012-06-02,星期六,32℃,20℃,晴转多云,旋转风,小于3级
2012-06-03,星期日,31℃,20℃,阴,旋转风,小于3级
2012-06-04,星期一,32℃,21℃,多云转阴,北风,小于3级
2012-06-05,星期二,29℃,20℃,阴,旋转风,小于3级
2012-06-06,星期三,31℃,20℃,多云,旋转风,小于3级
2012-06-07,星期四,33℃,21℃,晴,旋转风,小于3级
2012-06-08,星期五,34℃,22℃,晴,东风,小于3级
2012-06-09,星期六,35℃,22℃,多云转晴,旋转风,小于3级
2012-06-10,星期日,36℃,23℃,晴,东北风,小于3级
2012-06-11,星期一,33℃,21℃,晴,北风,小于3级
2012-06-12,星期二,35℃,22℃,晴,旋转风,小于3级
2012-06-13,星期三,36℃,22℃,多云转阵雨,北风,小于3级
2012-06-14,星期四,34℃,22℃,多云转晴,微风,小于3级
2012-06-15,星期五,32℃,19℃,晴,微风,小于3级
2012-06-16,星期六,34℃,22℃,多云,北风,小于3级
2012-06-17,星期日,34℃,23℃,阴,旋转风,小于3级
2012-06-18,星期一,34℃,23℃,阴转雷阵雨,北风~旋转风,小于3级
2012-06-19,星期二,36℃,24℃,多云转阴,旋转风,小于3级
2012-06-20,星期三,33℃,24℃,雷阵雨转阴,旋转风,小于3级
2012-06-21,星期四,36℃,24℃,多云,旋转风,小于3级
2012-06-22,星期五,37℃,26℃,多云,旋转风,小于3级
2012-06-23,星期六,37℃,25℃,晴转多云,北风,小于3级
2012-06-24,星期日,34℃,25℃,阴转雷阵雨,东北风,小于3级
2012-06-25,星期一,30℃,22℃,小雨转小到中雨,旋转风,小于3级
2012-06-26,星期二,26℃,22℃,阴转小雨,东北风,小于3级
2012-06-27,星期三,26℃,22℃,阵雨转小雨,微风,小于3级
2012-06-28,星期四,29℃,22℃,阴转小雨,微风,小于3级
2012-06-29,星期五,26℃,22℃,小雨转阴,旋转风,小于3级
2012-06-30,星期六,30℃,21℃,阴转多云,西风,小于3级
2012-07-01,星期日,30℃,21℃,阴,微风,小于3级
2012-07-02,星期一,28℃,22℃,阴转中雨,微风,小于3级
2012-07-03,星期二,31℃,23℃,阵雨转小雨,旋转风,小于3级
2012-07-04,星期三,31℃,23℃,小到中雨转多云,旋转风,小于3级
2012-07-05,星期四,32℃,23℃,多云,东北风,小于3级
2012-07-06,星期五,34℃,23℃,多云,东北风,小于3级
2012-07-07,星期六,30℃,23℃,雷阵雨转中雨,微风,小于3级
2012-07-08,星期日,27℃,23℃,中雨转大雨,旋转风,小于3级
2012-07-09,星期一,28℃,22℃,中雨,微风,小于3级
2012-07-10,星期二,30℃,22℃,多云,旋转风,小于3级
2012-07-11,星期三,37℃,22℃,晴,微风,小于3级
2012-07-12,星期四,35℃,24℃,多云转阴,旋转风,小于3级
2012-07-13,星期五,36℃,24℃,多云转晴,西风,小于3级
2012-07-14,星期六,35℃,25℃,晴,微风,小于3级
2012-07-15,星期日,34℃,23℃,多云,微风,小于3级
2012-07-16,星期一,32℃,23℃,多云转阴,微风,小于3级
2012-07-17,星期二,32℃,23℃,阴,微风,小于3级
2012-07-18,星期三,31℃,22℃,阴,微风,小于3级
2012-07-19,星期四,33℃,24℃,阴,东风,小于3级
2012-07-20,星期五,32℃,25℃,阴,旋转风,小于3级
2012-07-21,星期六,31℃,25℃,阵雨转中雨,微风,小于3级
2012-07-22,星期日,32℃,22℃,中雨转多云,微风,小于3级
2012-07-23,星期一,32℃,21℃,晴转多云,微风,小于3级
2012-07-24,星期二,31℃,23℃,多云,微风,小于3级
2012-07-25,星期三,34℃,23℃,多云,微风,小于3级
2012-07-26,星期四,33℃,24℃,多云,微风,小于3级
2012-07-27,星期五,36℃,25℃,多云,微风,小于3级
2012-07-28,星期六,37℃,26℃,阵雨转多云,东风,小于3级
2012-07-29,星期日,37℃,27℃,多云,微风,小于3级
2012-07-30,星期一,37℃,27℃,多云,微风,小于3级
2012-07-31,星期二,35℃,25℃,雷阵雨转中雨,微风,小于3级
2012-08-01,星期三,30℃,23℃,阵雨转雷阵雨,微风,小于3级
2012-08-02,星期四,32℃,23℃,阵雨转多云,旋转风,小于3级
2012-08-03,星期五,33℃,24℃,多云,微风,小于3级
2012-08-04,星期六,33℃,24℃,多云,东北风,小于3级
2012-08-05,星期日,31℃,24℃,阴转阵雨,微风,小于3级
2012-08-06,星期一,32℃,24℃,阵雨,东风,小于3级
2012-08-07,星期二,33℃,24℃,多云,微风,小于3级
2012-08-08,星期三,35℃,24℃,多云,微风,小于3级
2012-08-09,星期四,34℃,24℃,雷阵雨转多云,旋转风,小于3级
2012-08-10,星期五,34℃,25℃,多云,微风,小于3级
2012-08-11,星期六,35℃,25℃,多云,旋转风,小于3级
2012-08-12,星期日,34℃,25℃,阴,微风,小于3级
2012-08-13,星期一,31℃,26℃,阵雨,微风,小于3级
2012-08-14,星期二,29℃,23℃,小雨,东北风,小于3级
2012-08-15,星期三,32℃,20℃,阵雨转阴,微风,小于3级
2012-08-16,星期四,31℃,21℃,多云转阴,微风,小于3级
2012-08-17,星期五,31℃,22℃,阴转阵雨,微风,小于3级
2012-08-18,星期六,27℃,21℃,中雨,微风,小于3级
2012-08-19,星期日,26℃,22℃,小雨转阴,西风,小于3级
2012-08-20,星期一,26℃,20℃,中雨转小雨,微风,小于3级
2012-08-21,星期二,27℃,20℃,阴,微风,小于3级
2012-08-22,星期三,30℃,20℃,多云,微风,小于3级
2012-08-23,星期四,31℃,20℃,多云,微风,小于3级
2012-08-24,星期五,30℃,20℃,晴转多云,微风,小于3级
2012-08-25,星期六,29℃,19℃,晴转阴,微风,小于3级
2012-08-26,星期日,29℃,20℃,阵雨,微风,小于3级
2012-08-27,星期一,31℃,21℃,多云转晴,东风,小于3级
2012-08-28,星期二,33℃,22℃,晴,微风,小于3级
2012-08-29,星期三,33℃,20℃,晴,微风,小于3级
2012-08-30,星期四,33℃,21℃,多云,微风,小于3级
2012-08-31,星期五,28℃,21℃,阴转中雨,西风,小于3级~3-4级
2012-09-01,星期六,20℃,18℃,暴雨,微风,小于3级
2012-09-02,星期日,25℃,16℃,中雨转阴,微风,小于3级
2012-09-03,星期一,31℃,18℃,晴,微风,小于3级
2012-09-04,星期二,32℃,17℃,晴转多云,南风,小于3级
2012-09-05,星期三,30℃,18℃,多云,微风,小于3级
2012-09-06,星期四,28℃,20℃,多云转阴,微风,小于3级
2012-09-07,星期五,27℃,20℃,多云转阴,微风,小于3级
2012-09-08,星期六,22℃,19℃,大雨,微风,小于3级
2012-09-09,星期日,26℃,18℃,阴转多云,东北风,小于3级
2012-09-10,星期一,22℃,18℃,阴转中雨,微风,小于3级
2012-09-11,星期二,23℃,17℃,中雨转小雨,微风,小于3级
2012-09-12,星期三,24℃,15℃,多云转晴,西风,3-4级
2012-09-13,星期四,24℃,13℃,晴,微风,小于3级
2012-09-14,星期五,26℃,13℃,晴,微风,小于3级
2012-09-15,星期六,26℃,13℃,晴转多云,微风,小于3级
2012-09-16,星期日,23℃,17℃,多云转阴,微风,小于3级
2012-09-17,星期一,25℃,15℃,阴转多云,微风,小于3级
2012-09-18,星期二,27℃,14℃,晴,微风,小于3级
2012-09-19,星期三,28℃,16℃,晴转多云,微风,小于3级
2012-09-20,星期四,26℃,17℃,多云,微风,小于3级
2012-09-21,星期五,26℃,16℃,中雨转多云,微风,小于3级
2012-09-22,星期六,27℃,15℃,多云转晴,西北风,小于3级
2012-09-23,星期日,26℃,16℃,多云,微风,小于3级
2012-09-24,星期一,25℃,17℃,阴转小雨,微风,小于3级
2012-09-25,星期二,22℃,17℃,小雨转中雨,微风,小于3级
2012-09-26,星期三,22℃,16℃,小雨转阴,东风,小于3级
2012-09-27,星期四,25℃,15℃,阴转多云,微风,小于3级
2012-09-28,星期五,23℃,12℃,晴,西北风,小于3级
2012-09-29,星期六,24℃,10℃,晴,西北风,小于3级
2012-09-30,星期日,24℃,11℃,晴,西风,小于3级
2012-10-01,星期一,25℃,13℃,晴转多云,东风,小于3级
2012-10-02,星期二,25℃,14℃,多云,西北风,小于3级
2012-10-03,星期三,23℃,15℃,小雨转阴,西风,小于3级
2012-10-04,星期四,23℃,14℃,多云转阴,南风,小于3级
2012-10-05,星期五,22℃,15℃,阴转多云,西南风~西北风,小于3级
2012-10-06,星期六,23℃,14℃,多云转阴,东风,小于3级
2012-10-07,星期日,20℃,15℃,阵雨转小雨,东风,小于3级
2012-10-08,星期一,19℃,14℃,小雨,东风,小于3级
2012-10-09,星期二,23℃,14℃,小雨转多云,西风,小于3级
2012-10-10,星期三,23℃,12℃,晴转多云,西南风,小于3级
2012-10-11,星期四,22℃,13℃,多云转阴,西风,小于3级
2012-10-12,星期五,21℃,14℃,阴,东南风,小于3级
2012-10-13,星期六,23℃,13℃,多云,西南风,小于3级
2012-10-14,星期日,23℃,14℃,多云转阴,东北风,小于3级
2012-10-15,星期一,19℃,14℃,阴转小雨,东风,小于3级
2012-10-16,星期二,18℃,12℃,小雨转晴,南风~微风,小于3级
2012-10-17,星期三,19℃,7℃,晴,微风,小于3级
2012-10-18,星期四,19℃,9℃,晴转多云,东北风,小于3级
2012-10-19,星期五,21℃,10℃,阴转多云,东风,小于3级
2012-10-20,星期六,21℃,12℃,多云转阴,东风,小于3级
2012-10-21,星期日,16℃,11℃,阴转小雨,西南风,小于3级
2012-10-22,星期一,19℃,9℃,阴转晴,微风,小于3级
2012-10-23,星期二,17℃,7℃,晴转阴,西南风,小于3级
2012-10-24,星期三,16℃,6℃,阴转多云,南风,小于3级
2012-10-25,星期四,18℃,7℃,多云转阴,西风~东北风,小于3级
2012-10-26,星期五,17℃,8℃,小雨转多云,西南风,小于3级
2012-10-27,星期六,21℃,9℃,晴转多云,西风,小于3级
2012-10-28,星期日,17℃,9℃,多云转阴,东风,小于3级
2012-10-29,星期一,18℃,10℃,小雨转多云,东风~西风,小于3级
2012-10-30,星期二,18℃,7℃,多云转晴,西风,小于3级
2012-10-31,星期三,18℃,6℃,晴,西北风,小于3级
2012-11-01,星期四,19℃,6℃,晴转多云,西北风,小于3级
2012-11-02,星期五,15℃,6℃,多云转阴,微风,小于3级
2012-11-03,星期六,13℃,5℃,小雨转多云,东北风,4-5级
2012-11-04,星期日,11℃,2℃,晴,西北风,3-4级~小于3级
2012-11-05,星期一,14℃,1℃,晴,微风,小于3级
2012-11-06,星期二,15℃,2℃,晴转多云,微风,小于3级
2012-11-07,星期三,13℃,4℃,多云转阴,西南风,小于3级
2012-11-08,星期四,12℃,3℃,阴转多云,西南风,小于3级
2012-11-09,星期五,11℃,5℃,阴转小雨,东风,小于3级
2012-11-10,星期六,10℃,6℃,小雨,南风,小于3级
2012-11-11,星期日,13℃,1℃,晴,东风,小于3级
2012-11-12,星期一,13℃,1℃,晴,微风,小于3级
2012-11-13,星期二,14℃,1℃,晴,东风,小于3级
2012-11-14,星期三,12℃,3℃,多云转阴,东风,小于3级
2012-11-15,星期四,10℃,4℃,阴转小雨,西风,小于3级
2012-11-16,星期五,13℃,2℃,阴转晴,南风~微风,小于3级
2012-11-17,星期六,16℃,2℃,晴,微风,小于3级
2012-11-18,星期日,13℃,3℃,多云,东风,小于3级
2012-11-19,星期一,12℃,4℃,多云转阴,西风,小于3级
2012-11-20,星期二,11℃,4℃,阴,西风,小于3级
2012-11-21,星期三,12℃,6℃,阴转多云,南风,小于3级
2012-11-22,星期四,10℃,6℃,阴转阵雨,西风,3-4级
2012-11-23,星期五,11℃,2℃,多云,东南风,小于3级
2012-11-24,星期六,11℃,1℃,多云转阴,东南风~东北风,小于3级
2012-11-25,星期日,9℃,3℃,小雨转多云,西南风~西北风,4-5级
2012-11-26,星期一,9℃,-1℃,晴,北风,3-4级
2012-11-27,星期二,11℃,0℃,晴,西风,小于3级
2012-11-28,星期三,8℃,-1℃,多云,微风,小于3级
2012-11-29,星期四,9℃,-1℃,多云,西风,小于3级
2012-11-30,星期五,6℃,-1℃,阴,东风,小于3级
2012-12-01,星期六,5℃,0℃,雨夹雪,西南风,小于3级
2012-12-02,星期日,9℃,-2℃,多云转晴,西风~微风,小于3级
2012-12-03,星期一,8℃,-3℃,晴,西风~东北风,3-4级~小于3级
2012-12-04,星期二,11℃,-1℃,晴,西风,小于3级
2012-12-05,星期三,9℃,-1℃,晴,北风~东风,3-4级~小于3级
2012-12-06,星期四,12℃,0℃,晴,西北风,3-4级
2012-12-07,星期五,10℃,-1℃,多云转晴,西风~微风,小于3级
2012-12-08,星期六,10℃,-1℃,多云转晴,西风小于3级,西风小于3级
2012-12-09,星期日,10℃,-1℃,多云转晴,西风小于3级,西风小于3级
2012-12-10,星期一,7℃,-1℃,多云,东北风,小于3级
2012-12-11,星期二,7℃,-1℃,多云,东北风,小于3级
2012-12-12,星期三,4℃,0℃,阴转雨夹雪,西风,小于3级
2012-12-13,星期四,3℃,-2℃,阴转雨夹雪,东风,小于3级
2012-12-14,星期五,6℃,-1℃,阴转多云,东风,小于3级
2012-12-15,星期六,5℃,0℃,多云转阴,东南风,小于3级
2012-12-16,星期日,5℃,0℃,阴转多云,南风,小于3级
2012-12-17,星期一,5℃,-1℃,阴,西南风,小于3级
2012-12-18,星期二,5℃,-1℃,阴,东风,小于3级
2012-12-19,星期三,4℃,-2℃,多云转阴,东风,小于3级
2012-12-20,星期四,3℃,-1℃,雨夹雪转小雪,西南风,小于3级
2012-12-21,星期五,3℃,-2℃,阴转多云,东风,小于3级
2012-12-22,星期六,4℃,-3℃,多云转晴,微风~北风,小于3级~3-4级
2012-12-23,星期日,2℃,-5℃,晴,东风,小于3级
2012-12-24,星期一,1℃,-7℃,晴,东风,小于3级
2012-12-25,星期二,1℃,-6℃,多云转阴,西风,小于3级
2012-12-26,星期三,2℃,-5℃,多云转阴,东风,小于3级
2012-12-27,星期四,2℃,-4℃,阴转多云,东风,小于3级
2012-12-28,星期五,1℃,-6℃,阴转小雪,西风,小于3级
2012-12-29,星期六,2℃,-5℃,阴转多云,西风,3-4级
2012-12-30,星期日,3℃,-7℃,晴,西北风,小于3级
2012-12-31,星期一,7℃,-8℃,晴,微风,小于3级
2013-01-01,星期二,6℃,-6℃,晴,东风,小于3级
2013-01-02,星期三,0℃,-5℃,晴转多云,东北风,小于3级
2013-01-03,星期四,-1℃,-6℃,多云转阴,东风,小于3级
2013-01-04,星期五,1℃,-7℃,多云,东风,小于3级
2013-01-05,星期六,2℃,-7℃,多云,西风,小于3级
2013-01-06,星期日,2℃,-7℃,多云转阴,西风,小于3级
2013-01-07,星期一,4℃,-6℃,阴转多云,西南风,小于3级
2013-01-08,星期二,4℃,-5℃,多云,西风,小于3级
2013-01-09,星期三,4℃,-4℃,晴,北风,小于3级
2013-01-10,星期四,4℃,-6℃,晴转多云,东北风,小于3级
2013-01-11,星期五,7℃,-5℃,多云转晴,西风,小于3级
2013-01-12,星期六,8℃,-4℃,晴转多云,南风,小于3级
2013-01-13,星期日,7℃,-3℃,多云转晴,东风,小于3级
2013-01-14,星期一,6℃,-5℃,晴转多云,东风,小于3级
