所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
天津,河东,太阳城,丹荔园,15,合租,南,1000,月付价,5,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,暂无数据,民水,民电,有,暂无数据
天津,河东,万新村,环秀中里,39,整租,南,1050,季付价,1,1,1,20200715,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,诚信里小区,94,整租,南,1200,None,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,东丽,东丽湖,恒大翡翠华庭,136,整租,南,1200,季付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,25,有,暂无数据,民水,民电,有,集中供暖
天津,和平,新兴街,兴河里,31,整租,西,1700,季付价,1,0,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,天悦风华,95,整租,南,1000,None,3,1,1,20200730,暂无数据,需提前预约,高楼层,4,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,武清,下朱庄,君利花园,96,整租,南,500,季付价,1,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,辛庄,鑫港园,85,整租,南,1100,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,太阳城,丹荔园,15,合租,南,1150,月付价,5,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,暂无数据,民水,民电,有,暂无数据
天津,塘沽,向阳街,吉顺里,60,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河东,太阳城,丹荔园,13,合租,南,1100,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,河东,唐家口,晓德里,47,整租,南,1300,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,微山里,40,整租,东,1400,年付价,2,1,1,随时入住,1年,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,河东,向阳楼,晨光楼(河东区),26,整租,北,1200,季付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,河东,唐家口,欣荣馨苑,20,合租,东,1299,季付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,28,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,依丽园,18,合租,南,950,月付价,5,1,1,随时入住,6~12个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,宁园,竞园里,15,合租,南,980,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,昆仑里(河西区),57,整租,南,1600,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,河北,宁园,竞园里,15,合租,南,980,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,东丽,东丽湖,朗钜维尔蓝堤花园,63,整租,南,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,20,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,北城路,宝鑫景苑,89,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,15,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,蓟州,蓟州城区,安裕新村,81,整租,南,800,年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,照明南里,82,整租,南,1000,季付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,颐洋花园,91,整租,南,500,None,3,1,1,随时入住,1年以内,需提前预约,低楼层,8,有,租用车位,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣溪园,87,整租,南,1000,月付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,工农村,东海岸家园,70,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,15,合租,北,898,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,金御瞰景,89,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,18,合租,北,998,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,盛泽园,95,整租,南,600,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
天津,武清,武清其它,经纬城市绿洲学知华庭,86,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,34,有,暂无数据,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣溪园,65,整租,南,600,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,荣华里(大港区),70,整租,南,900,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,西营门,梦和园,56,整租,南,1000,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,融创中央学府,102,整租,南,1200,None,3,1,1,随时入住,暂无数据,需提前预约,低楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,东丽湖,北大资源阅府,80,整租,南,1100,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,128,整租,南,800,年付价,3,1,2,随时入住,2年以内,需提前预约,中楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,15,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,大唐印象,105,整租,南,1200,None,3,2,2,随时入住,暂无数据,需提前预约,低楼层,21,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,新建里(津南区),59,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,15,合租,北,948,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,20,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,津洲花园,11,合租,南,650,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,28,暂无数据,免费使用,暂无数据,暂无数据,暂无数据,自采暖
天津,宝坻,京津新城,上京嘉园,55,整租,南,800,年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,无,免费使用,暂无数据,暂无数据,暂无数据,暂无数据
天津,南开,长虹街,阳城里,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,北辰,双街,城际美景家园,57,整租,南,800,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,南开,长虹街,阳城里,15,合租,南,1050,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,西青,张家窝,保利金融街诺丁山,81,整租,南,950,月付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,福芳园,105,整租,南,800,月付价,2,1,1,随时入住,1年以内,一般下班后可看,高楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣翔园,74,整租,南,900,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,宁波里,58,整租,南,1200,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,8,无,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,顶秀欣园,68,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,21,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,汉沽,三湖里,66,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,16,合租,西,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,惠安花园,54,整租,南,1000,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,港星里,74,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,东丽,空港经济区,童年湖,60,整租,南,1000,季付价,2,1,2,随时入住,1年以内,需提前预约,中楼层,7,有,暂无数据,商水,商电,无,集中供暖
天津,津南,八里台,天津碧桂园,106,整租,南,800,None,3,1,1,随时入住,暂无数据,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利新家园,79,整租,南,650,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,金泰丽湾,100,整租,南,1300,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,14,有,暂无数据,民水,民电,有,集中供暖
天津,西青,大寺,亲和美园,81,整租,南,1000,季付价,2,1,2,随时入住,2年以内,需提前预约,中楼层,18,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,宁河,宁河,银河花園,96,整租,南,1100,月付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
天津,西青,精武镇,华木里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,惠安花园,54,整租,南,1000,年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,18,合租,南,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,宁河,宁河,银河花園,75,整租,南,1200,季付价,2,1,1,随时入住,1~3个月,需提前预约,高楼层,5,无,免费使用,暂无数据,暂无数据,暂无数据,暂无数据
天津,西青,精武镇,华木里,16,合租,北,998,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,津南,双港,林城佳苑,69,整租,东,800,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,21,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,17,合租,南,1050,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,自采暖
天津,西青,精武镇,潘馨园,18,合租,南,1050,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,暂无数据,暂无数据,有,自采暖
天津,西青,精武镇,潘馨园,18,合租,南,1050,月付价,3,0,1,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,东丽,东丽湖,揽城苑,78,整租,南,1400,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,18,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,12,合租,南,648,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,海丽园,63,整租,南,1300,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,15,合租,南,998,月付价,3,1,1,随时入住,2~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,海丽园,57,整租,南,1200,季付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,城市之星大厦,15,合租,南,850,季付价,5,1,1,随时入住,1~12个月,随时可看,高楼层,20,有,租用车位,民水,民电,无,集中供暖
天津,津南,咸水沽,沽上江南,89,整租,南,850,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,武清,黄庄,丽德花园,85,整租,南,700,半年付价,2,1,1,随时入住,3年以内,需提前预约,中楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,滨海,汉沽,东风南里,54,整租,南,750,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,南华里(津南区),87,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,暂无数据,民水,民电,有,集中供暖
天津,宝坻,海滨,博智剑桥郡,78,整租,南,1000,年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,17,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,东丽,华明镇,华润橡树湾,8,合租,南,890,季付价,3,1,1,随时入住,1年,随时可看,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,西青,张家窝,保利金融街诺丁山,90,整租,南,888,季付价,3,2,1,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,红桥,芥园道,先春园泉春里,15,合租,西,850,月付价,4,0,1,随时入住,1个月以上,随时可看,低楼层,15,有,租用车位,民水,民电,有,集中供暖
天津,塘沽,北塘街,欣华苑,84,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,东丽,华明镇,华富家园南区,62,整租,南,1400,None,1,1,1,随时入住,1年以内,需提前预约,低楼层,11,有,免费使用,民水,民电,有,集中供暖
